0.000000 2.000000 3.000000
0.100000 2.223333 1.492778
0.200000 2.299107 0.059266
0.300000 2.235677 -1.282125
0.400000 2.043108 -2.515674
0.500000 1.732900 -3.628423
0.600000 1.317712 -4.610211
0.700000 0.811077 -5.453654
0.800000 0.227132 -6.154090
0.900000 -0.419657 -6.709469
1.000000 -1.114741 -7.120224
1.100000 -1.843740 -7.389099
1.200000 -2.592655 -7.520957
1.300000 -3.348076 -7.522559
1.400000 -4.097356 -7.402339
1.500000 -4.828771 -7.170150
1.600000 -5.531645 -6.837020
1.700000 -6.196460 -6.414894
1.800000 -6.814930 -5.916381
1.900000 -7.380055 -5.354506
2.000000 -7.886157 -4.742474
2.100000 -8.328878 -4.093447
2.200000 -8.705171 -3.420327
2.300000 -9.013259 -2.735570
2.400000 -9.252587 -2.051012
2.500000 -9.423747 -1.377716
2.600000 -9.528395 -0.725845
2.700000 -9.569156 -0.104556
2.800000 -9.549520 0.478084
2.900000 -9.473726 1.015157
3.000000 -9.346647 1.500932
3.100000 -9.173668 1.930880
3.200000 -8.960569 2.301668
3.300000 -8.713403 2.611138
3.400000 -8.438381 2.858265
3.500000 -8.141762 3.043097
3.600000 -7.829748 3.166689
3.700000 -7.508387 3.231017
3.800000 -7.183486 3.238889
3.900000 -6.860531 3.193842
4.000000 -6.544622 3.100043
4.100000 -6.240412 2.962173
4.200000 -5.952065 2.785326
4.300000 -5.683217 2.574893
4.400000 -5.436950 2.336461
4.500000 -5.215784 2.075705
4.600000 -5.021668 1.798294
4.700000 -4.855986 1.509798
4.800000 -4.719572 1.215605
4.900000 -4.612734 0.920845
5.000000 -4.535280 0.630324
