0.000000 -1.206612 inf 0.173554 0.030121 
0.100000 -1.636364 -0.000000 -0.272727 0.074380 
0.200000 -2.000000 0.000000 -1.000000 1.000000 
0.300000 -2.000000 0.000000 1.000000 1.000000 
0.400000 -2.000000 0.000000 -1.000000 1.000000 
0.500000 -2.000000 0.000000 1.000000 1.000000 
0.600000 -2.000000 0.000000 1.000000 1.000000 
0.700000 -1.618843 0.001019 0.187207 0.072454 
0.800000 -1.999736 0.000027 0.999934 0.999869 
0.900000 -1.999074 0.000074 -0.999769 0.999541 
1.000000 -1.923306 0.026717 0.852860 0.837408 
1.100000 -1.993025 0.000398 0.998215 0.996465 
1.200000 -1.990711 0.000464 0.997587 0.995228 
1.300000 -1.980000 0.000924 -0.994760 0.989665 
1.400000 -1.965686 0.001412 -0.990430 0.981202 
1.500000 -1.958678 0.001234 -0.988744 0.977842 
1.600000 -1.928826 0.002162 -0.980479 0.961817 
1.700000 -1.913686 0.002358 -0.975587 0.952468 
1.800000 -1.850380 0.003939 -0.953554 0.911011 
1.900000 -1.813686 0.004974 0.939421 0.885418 
2.000000 -1.780860 0.004130 0.927736 0.863922 
2.100000 -1.631008 0.008050 -0.847488 0.733660 
2.200000 -1.548661 0.011861 0.053950 0.665326 
2.300000 -1.420298 0.011483 -0.681041 0.530091 
2.400000 -1.296331 0.009221 0.183554 0.445919 
2.500000 -1.146843 0.008440 -0.292628 0.279999 
2.600000 -1.063339 0.007007 0.218860 0.236100 
2.700000 -0.981091 0.005889 -0.023025 0.170069 
2.800000 -0.895107 0.004309 0.106810 0.111925 
2.900000 -0.873818 0.003723 0.062397 0.109516 
3.000000 -0.816066 0.003811 0.048843 0.098466 
3.100000 -0.811570 0.003355 0.100116 0.097170 
3.200000 -0.754909 0.003435 0.025752 0.082722 
3.300000 -0.704264 0.002434 0.013818 0.056666 
3.400000 -0.694479 0.002349 -0.010959 0.056308 
3.500000 -0.669223 0.002212 0.000694 0.053109 
3.600000 -0.632364 0.002050 -0.044165 0.048039 
3.700000 -0.597355 0.001821 -0.010760 0.038936 
3.800000 -0.594314 0.001673 -0.019554 0.037967 
3.900000 -0.588331 0.001613 -0.022231 0.043161 
4.000000 -0.551636 0.001373 0.009256 0.032089 
4.100000 -0.534116 0.001300 -0.000413 0.037277 
4.200000 -0.526843 0.001215 0.001223 0.029992 
4.300000 -0.517157 0.001214 0.005438 0.034004 
4.400000 -0.502545 0.001044 0.010975 0.027281 
4.500000 -0.482645 0.001077 -0.027818 0.030984 
4.600000 -0.472132 0.000956 0.003058 0.026550 
4.700000 -0.454512 0.000973 0.019140 0.030577 
4.800000 -0.444496 0.000990 -0.016893 0.024204 
4.900000 -0.438347 0.000936 0.005636 0.023921 
5.000000 -0.433950 0.000766 0.002793 0.025638 
