0 25 5.000000
1 60 7.745967
2 69 8.306624
3 73 8.544004
4 72 8.485281
5 65 8.062258
6 54 7.348469
7 62 7.874008
8 68 8.246211
9 57 7.549834
10 69 8.306624
11 83 9.110434
12 68 8.246211
13 72 8.485281
14 81 9.000000
15 88 9.380832
16 73 8.544004
17 65 8.062258
18 70 8.366600
19 71 8.426150
20 70 8.366600
21 64 8.000000
22 71 8.426150
23 64 8.000000
24 66 8.124038
25 72 8.485281
26 73 8.544004
27 71 8.426150
28 66 8.124038
29 71 8.426150
30 81 9.000000
31 95 9.746794
32 74 8.602325
33 87 9.327379
34 77 8.774964
35 67 8.185353
36 74 8.602325
37 73 8.544004
38 61 7.810250
39 75 8.660254
40 94 9.695360
41 74 8.602325
42 75 8.660254
43 88 9.380832
44 80 8.944272
45 80 8.944272
46 77 8.774964
47 73 8.544004
48 67 8.185353
49 91 9.539392
50 78 8.831761
51 74 8.602325
52 84 9.165151
53 77 8.774964
54 93 9.643651
55 90 9.486833
56 93 9.643651
57 72 8.485281
58 95 9.746794
59 88 9.380832
60 80 8.944272
61 82 9.055385
62 92 9.591663
63 96 9.797959
64 78 8.831761
65 98 9.899495
66 70 8.366600
67 78 8.831761
68 91 9.539392
69 61 7.810250
70 99 9.949874
71 86 9.273618
72 97 9.848858
73 82 9.055385
74 86 9.273618
75 92 9.591663
76 87 9.327379
77 100 10.000000
78 110 10.488088
79 90 9.486833
80 92 9.591663
81 98 9.899495
82 108 10.392305
83 86 9.273618
84 102 10.099505
85 95 9.746794
86 80 8.944272
87 89 9.433981
88 90 9.486833
89 94 9.695360
90 107 10.344080
91 94 9.695360
92 109 10.440307
93 116 10.770330
94 110 10.488088
95 115 10.723805
96 145 12.041595
97 116 10.770330
98 132 11.489125
99 168 12.961481
100 140 11.832160
101 159 12.609520
102 144 12.000000
103 151 12.288206
104 150 12.247449
105 150 12.247449
106 147 12.124356
107 150 12.247449
108 123 11.090537
109 138 11.747340
110 120 10.954451
111 128 11.313708
112 121 11.000000
113 99 9.949874
114 103 10.148892
115 95 9.746794
116 116 10.770330
117 120 10.954451
118 107 10.344080
119 100 10.000000
120 109 10.440307
121 93 9.643651
122 101 10.049876
123 103 10.148892
124 107 10.344080
125 117 10.816654
126 108 10.392305
127 134 11.575837
128 104 10.198039
129 108 10.392305
130 108 10.392305
131 91 9.539392
132 119 10.908712
133 100 10.000000
134 103 10.148892
135 86 9.273618
136 94 9.695360
137 102 10.099505
138 95 9.746794
139 138 11.747340
140 117 10.816654
141 137 11.704700
142 118 10.862780
143 120 10.954451
144 142 11.916375
145 113 10.630146
146 108 10.392305
147 127 11.269428
148 104 10.198039
149 131 11.445523
150 117 10.816654
151 115 10.723805
152 116 10.770330
153 114 10.677078
154 134 11.575837
155 106 10.295630
156 109 10.440307
157 104 10.198039
158 112 10.583005
159 100 10.000000
160 129 11.357817
161 115 10.723805
162 104 10.198039
163 122 11.045361
164 106 10.295630
165 122 11.045361
166 116 10.770330
167 126 11.224972
168 126 11.224972
169 111 10.535654
170 121 11.000000
171 144 12.000000
172 142 11.916375
173 114 10.677078
174 118 10.862780
175 131 11.445523
176 112 10.583005
177 116 10.770330
178 154 12.409674
179 127 11.269428
180 131 11.445523
181 139 11.789826
182 111 10.535654
183 136 11.661904
184 119 10.908712
185 120 10.954451
186 115 10.723805
187 133 11.532563
188 124 11.135529
189 143 11.958261
190 142 11.916375
191 134 11.575837
192 138 11.747340
193 135 11.618950
194 129 11.357817
195 133 11.532563
196 124 11.135529
197 127 11.269428
198 147 12.124356
199 130 11.401754
